f1_x,f1_y,f1_z,f2_x,f2_y,f2_z,f3_x,f3_y,f3_z,f4_x,f4_y,f4_z
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
0.3228500187397003,0.16594499349594116,-0.690500020980835,0.3228500187397003,-0.16594499349594116,-0.690500020980835,-0.27285000681877136,0.16594499349594116,-0.690500020980835,-0.27285000681877136,-0.16594499349594116,-0.690500020980835
